ref_date,price_close,ret_adjusted_prices
1950-01-03,16.66,NA
1950-01-04,16.85,0.011404561824730042
1950-01-05,16.93,0.004747774480712064
1950-01-06,16.98,0.002953337271116352
1950-01-09,17.08,0.005889281507655886
1950-01-10,17.030001,-0.002927341920374693
1950-01-11,17.09,0.0035231354361049405
1950-01-12,16.76,-0.01930953774136912
1950-01-13,16.67,-0.005369928400954627
1950-01-16,16.719999,0.0029993401319736712
1950-01-17,16.860001,0.008373325859648562
1950-01-18,16.85,-5.93179086999962e-4
1950-01-19,16.870001,0.0011870029673588522
1950-01-20,16.9,0.0017782453006374155
1950-01-23,16.92,0.0011834319526629056
1950-01-24,16.860001,-0.00354604018912541
1950-01-25,16.74,-0.007117496612248253
1950-01-26,16.73,-5.973715651134137e-4
1950-01-27,16.82,0.005379557680812885
1950-01-30,17.02,0.01189060642092743
1950-01-31,17.049999,0.0017625734430082307
1950-02-01,17.049999,0
1950-02-02,17.23,0.010557244020952705
1950-02-03,17.290001,0.003482356355194449
1950-02-06,17.32,0.0017350490610150704
1950-02-07,17.23,-0.0051963048498845366
1950-02-08,17.209999,-0.0011608241439350353
1950-02-09,17.280001,0.00406751912071579
1950-02-10,17.24,-0.0023148725512226465
1950-02-14,17.059999,-0.010440893271461582
1950-02-15,17.059999,0
1950-02-16,16.99,-0.004103106922808353
1950-02-17,17.15,0.009417304296645002
1950-02-20,17.200001,0.0029155102040816505
1950-02-21,17.17,-0.0017442440846369145
1950-02-23,17.209999,0.0023295864880603645
1950-02-24,17.280001,0.00406751912071579
1950-02-27,17.280001,0
1950-02-28,17.219999,-0.0034723377620173856
1950-03-01,17.24,0.0011614983252901112
1950-03-02,17.23,-5.80046403712231e-4
1950-03-03,17.290001,0.003482356355194449
1950-03-06,17.32,0.0017350490610150704
1950-03-07,17.200001,-0.0069283487297922
1950-03-08,17.190001,-5.813953150352047e-4
1950-03-09,17.07,-0.006980860559577584
1950-03-10,17.09,0.0011716461628588082
1950-03-13,17.120001,0.00175547103569329
1950-03-14,17.25,0.0075933990891707825
1950-03-15,17.450001,0.011594260869565165
1950-03-16,17.49,0.0022922061723662512
1950-03-17,17.450001,-0.002286963979416745
1950-03-20,17.440001,-5.730658697384872e-4
1950-03-21,17.450001,5.733944625347931e-4
1950-03-22,17.549999,0.005730544084209477
1950-03-23,17.559999,5.698006022678559e-4
1950-03-24,17.559999,0
1950-03-27,17.459999,-0.005694761144348637
1950-03-28,17.530001,0.004009278580141995
1950-03-29,17.440001,-0.005134055611291766
1950-03-30,17.299999,-0.008027637154378597
1950-03-31,17.290001,-5.779191085502067e-4
1950-04-03,17.530001,0.013880855183293406
1950-04-04,17.549999,0.0011407871568291927
1950-04-05,17.629999,0.004558404818142847
1950-04-06,17.780001,0.008508338542730254
1950-04-10,17.85,0.0039369514096203595
1950-04-11,17.75,-0.0056022408963586345
1950-04-12,17.940001,0.010704281690140816
1950-04-13,17.98,0.0022295985379265915
1950-04-14,17.959999,-0.0011124026696329725
1950-04-17,17.879999,-0.004454343232424329
1950-04-18,18.030001,0.008389374070993938
1950-04-19,18.049999,0.0011091513527925478
1950-04-20,17.93,-0.006648144412639612
1950-04-21,17.959999,0.0016731176798661096
1950-04-24,17.83,-0.007238252073399454
1950-04-25,17.83,0
1950-04-26,17.76,-0.0039259674705550696
1950-04-27,17.860001,0.005630686936936913
1950-04-28,17.959999,0.005598991847760804
1950-05-01,18.219999,0.014476615505379486
1950-05-02,18.110001,-0.006037212186455143
1950-05-03,18.27,0.008834842140538868
1950-05-04,18.120001,-0.00821012588943626
1950-05-05,18.219999,0.005518653117072336
1950-05-08,18.27,0.002744292137447424
1950-05-09,18.27,0
1950-05-10,18.290001,0.0010947454844005833
1950-05-11,18.290001,0
1950-05-12,18.18,-0.006014269764118674
1950-05-15,18.26,0.004400440044004528
1950-05-16,18.440001,0.009857667031763162
1950-05-17,18.52,0.004338340328723378
1950-05-18,18.559999,0.0021597732181426466
1950-05-19,18.68,0.006465571469050024
1950-05-22,18.6,-0.004282655246252598
1950-05-23,18.709999,0.005913924731182796
1950-05-24,18.690001,-0.0010688402495372396
1950-05-25,18.690001,0
1950-05-26,18.67,-0.0010701444050215114
1950-05-29,18.719999,0.0026780396357792835
1950-05-31,18.780001,0.0032052352139546603
1950-06-01,18.77,-5.325345829321204e-4
1950-06-02,18.790001,0.001065583377730439
1950-06-05,18.6,-0.010111814256954954
1950-06-06,18.879999,0.015053709677419258
1950-06-07,18.93,0.0026483581911205256
1950-06-08,19.139999,0.011093449550977352
1950-06-09,19.26,0.006269645050660744
1950-06-12,19.4,0.007268951194184581
1950-06-13,19.25,-0.0077319587628865705
1950-06-14,18.98,-0.014025974025974053
1950-06-15,18.93,-0.0026343519494205214
1950-06-16,18.969999,0.002112995245642013
1950-06-19,18.92,-0.002635688067247677
1950-06-20,18.83,-0.004756871035941024
1950-06-21,19,0.009028146574615148
1950-06-22,19.16,0.008421052631578885
1950-06-23,19.139999,-0.0010438935281837924
1950-06-26,18.110001,-0.05381390040824974
1950-06-27,17.91,-0.01104367691641761
1950-06-28,18.110001,0.01116700167504181
1950-06-29,17.440001,-0.03699613268933566
1950-06-30,17.690001,0.014334861563368051
1950-07-03,17.639999,-0.0028265685230882687
1950-07-05,17.809999,0.009637188754942683
1950-07-06,17.91,0.005614879596568034
1950-07-07,17.67,-0.01340033500837512
1950-07-10,17.59,-0.004527447651386685
1950-07-11,17.32,-0.015349630471859
1950-07-12,16.870001,-0.025981466512702167
1950-07-13,16.690001,-0.010669827464740544
1950-07-14,16.870001,0.01078490049221692
1950-07-17,16.68,-0.011262654934045324
1950-07-18,17.059999,0.022781714628297367
1950-07-19,17.360001,0.017585112402409786
1950-07-20,17.610001,0.01440092082944
1950-07-21,17.59,-0.0011357750632723373
1950-07-24,17.48,-0.006253553155201819
1950-07-25,17.23,-0.014302059496567487
1950-07-26,17.27,0.002321532211259303
1950-07-27,17.5,0.013317892298783995
1950-07-28,17.690001,0.010857200000000011
1950-07-31,17.84,0.008479309865499829
1950-08-01,18.02,0.010089686098654793
1950-08-02,17.950001,-0.0038845172031075625
1950-08-03,17.99,0.0022283564218184004
1950-08-04,18.139999,0.0083379099499723
1950-08-07,18.41,0.01488428968491129
1950-08-08,18.459999,0.0027158609451385374
1950-08-09,18.610001,0.00812578592230695
1950-08-10,18.48,-0.006985545030330775
1950-08-11,18.280001,-0.010822456709956851
1950-08-14,18.290001,5.470459219341084e-4
1950-08-15,18.32,0.0016401858042545125
1950-08-16,18.34,0.0010917030567685337
1950-08-17,18.540001,0.010905179934569187
1950-08-18,18.68,0.007551186216225192
1950-08-21,18.700001,0.0010707173447537244
1950-08-22,18.68,-0.0010695721353169985
1950-08-23,18.82,0.007494646680942241
1950-08-24,18.790001,-0.0015939957492029366
1950-08-25,18.540001,-0.013304948733105393
1950-08-28,18.530001,-5.393742966897097e-4
1950-08-29,18.540001,5.396653783236172e-4
1950-08-30,18.43,-0.005933171201015552
1950-08-31,18.42,-5.42593597395391e-4
1950-09-01,18.549999,0.007057491856677478
1950-09-05,18.68,0.007008140539522367
1950-09-06,18.540001,-0.007494593147751583
1950-09-07,18.59,0.0026968175460184707
1950-09-08,18.75,0.008606777837547153
1950-09-11,18.610001,-0.007466613333333316
1950-09-12,18.870001,0.013970982591564596
1950-09-13,19.09,0.011658663929058788
1950-09-14,19.18,0.004714510214772094
1950-09-15,19.290001,0.005735192909280595
1950-09-18,19.370001,0.0041472263272561705
1950-09-19,19.309999,-0.0030976766599030148
1950-09-20,19.209999,-0.005178664172898251
1950-09-21,19.370001,0.008329099860962863
1950-09-22,19.440001,0.003613835642032326
1950-09-25,19.42,-0.0010288579717664392
1950-09-26,19.139999,-0.014418177136972354
1950-09-27,19.41,0.014106636055728039
1950-09-28,19.42,5.151983513653757e-4
1950-09-29,19.450001,0.0015448506694129005
1950-10-02,19.690001,0.012339330985124297
1950-10-03,19.66,-0.0015236667585745156
1950-10-04,20,0.01729399796541209
1950-10-05,19.889999,-0.005500049999999979
1950-10-06,20.120001,0.011563700933318266
1950-10-09,20,-0.005964264117084173
1950-10-10,19.780001,-0.010999950000000092
1950-10-11,19.860001,0.004044489178741895
1950-10-13,19.85,-5.035749998199002e-4
1950-10-16,19.709999,-0.007052947103274643
1950-10-17,19.889999,0.009132420554663678
1950-10-18,20.01,0.006033233083621692
1950-10-19,20.02,4.997501249375258e-4
1950-10-20,19.959999,-0.0029970529470528806
1950-10-23,19.959999,0
1950-10-24,20.08,0.006012074449502691
1950-10-25,20.049999,-0.0014940737051791775
1950-10-26,19.610001,-0.02194503850099938
1950-10-27,19.77,0.008159051088268532
1950-10-30,19.610001,-0.00809301972685883
1950-10-31,19.530001,-0.0040795510413284
1950-11-01,19.559999,0.0015359958250900085
1950-11-02,19.73,0.008691258113050049
1950-11-03,19.85,0.00608210846426771
1950-11-06,19.360001,-0.024685088161209068
1950-11-08,19.559999,0.010330474673012624
1950-11-09,19.790001,0.01175879405719793
1950-11-10,19.940001,0.007579585266316968
1950-11-13,20.01,0.0035104812682809072
1950-11-14,19.860001,-0.007496201899050536
1950-11-15,19.82,-0.002014148941885785
1950-11-16,19.719999,-0.005045459132189678
1950-11-17,19.860001,0.007099493260623424
1950-11-20,19.93,0.003524622179021941
1950-11-21,19.879999,-0.00250883090817855
1950-11-22,20.16,0.01408455805254305
1950-11-24,20.32,0.007936507936507908
1950-11-27,20.18,-0.006889763779527547
1950-11-28,19.559999,-0.03072353815659057
1950-11-29,19.370001,-0.009713599678609519
1950-11-30,19.51,0.007227619657841133
1950-12-01,19.66,0.007688364941055736
1950-12-04,19,-0.033570701932858604
1950-12-05,19.309999,0.01631573684210541
1950-12-06,19.450001,0.007250233415340812
1950-12-07,19.4,-0.002570745369113392
1950-12-08,19.4,0
1950-12-11,19.719999,0.016494793814433084
1950-12-12,19.68,-0.002028346958841243
1950-12-13,19.67,-5.081300813006839e-4
1950-12-14,19.43,-0.012201321809862886
1950-12-15,19.33,-0.00514668039114774
1950-12-18,19.85,0.026901189860320862
1950-12-19,19.959999,0.005541511335012572
1950-12-20,19.969999,5.010020291082995e-4
1950-12-21,19.98,5.00801226880343e-4
1950-12-22,20.07,0.0045045045045044585
1950-12-26,19.92,-0.007473841554558991
1950-12-27,20.299999,0.019076255020080257
1950-12-28,20.379999,0.003940886893639917
1950-12-29,20.43,0.002453434860325565
1951-01-02,20.77,0.016642192853646653
1951-01-03,20.690001,-0.003851661049590782
1951-01-04,20.870001,0.008699854581930566
1951-01-05,20.870001,0
1951-01-08,21,0.0062289886809301365
1951-01-09,21.120001,0.005714333333333155
1951-01-10,20.85,-0.012784137652266048
1951-01-11,21.190001,0.01630700239808136
1951-01-12,21.110001,-0.0037753655603884884
1951-01-15,21.299999,0.00900037854095781
1951-01-16,21.459999,0.007511737441865618
1951-01-17,21.549999,0.0041938492168616115
1951-01-18,21.4,-0.006960510763828864
