ref_date,BA,NOC,SO,WY
2020-01-17,322.232819,361.832214,59.504944,27.860228
2020-01-21,311.516571,360.080109,60.265789,27.698349
2020-01-22,307.172424,357.404297,60.425041,27.419569
2020-01-23,315.910431,363.289246,61.008938,27.716339
2020-01-24,321.139313,363.422577,61.433594,27.455544
2020-01-27,314.727478,360.975281,61.698994,27.131798
2020-01-28,314.687714,363.612946,61.973267,27.329641
2020-01-29,320.115387,364.384369,62.017494,27.068844
2020-01-30,321.387817,366.498383,62.681015,27.041866
2020-01-31,316.387573,356.690002,62.282909,26.034655
2020-02-03,314.131012,346.386566,62.548313,25.378168
2020-02-04,316.05954,344.539154,61.522068,25.342192
2020-02-05,327.600861,350.243164,61.070873,26.007675
2020-02-06,339.410614,346.386566,60.902763,25.764862
2020-02-07,334.758301,344.167786,60.495819,25.701914
2020-02-10,342.63147,345.948486,60.548893,25.764862
2020-02-11,342.382935,350.471741,60.681591,25.989689
2020-02-12,345.39502,350.176575,60.708134,26.754089
2020-02-13,342.820007,350.433655,61.522068,27.203739
2020-02-14,340.48999,353.233276,61.611336,27.572453
2020-02-18,338.880005,354.642639,61.950535,27.08683
2020-02-19,338.299988,348.671967,61.245346,27.311655
2020-02-20,336.279999,345.910431,62.316528,27.761303
2020-02-21,330.380005,348.854095,61.584545,27.635405
2020-02-24,317.899994,343.482788,60.522282,26.763086
2020-02-25,304.140015,324.922394,59.68317,25.243273
2020-02-26,305.589996,319.522461,59.08511,24.640743
2020-02-27,287.76001,316.894196,56.130405,23.714468
2020-02-28,275.109985,314.284973,53.880901,23.363741
2020-03-02,289.269989,321.11853,57.067696,24.676718
2020-03-03,280.619995,314.801117,57.040916,24.03821
2020-03-04,283.119995,331.612518,60.522282,25.495077
2020-03-05,260.369995,313.271973,60.316971,24.539351
2020-03-06,262.329987,314.399689,59.692112,24.211676
2020-03-09,227.169998,299.413696,55.48769,21.799608
2020-03-10,231.009995,320.067261,55.362717,22.236513
2020-03-11,189.080002,303.781433,51.934902,20.44339
2020-03-12,154.839996,277.641968,46.587872,16.984581
2020-03-13,170.199997,300.579742,48.176811,19.951876
2020-03-16,129.610001,270.082123,42.508419,15.428117
2020-03-17,124.139999,305.195953,50.4888,17.248543
2020-03-18,101.889999,308.703491,49.917488,14.790966
2020-03-19,97.709999,283.76828,45.436352,14.690842
2020-03-20,95.010002,271.448792,41.383675,13.434749
2020-03-23,105.620003,257.915558,38.589649,12.260574
2020-03-24,127.68,268.830109,43.776001,15.364399
2020-03-25,158.729996,275.59668,44.757923,16.128979
2020-03-26,180.550003,306.973633,49.221222,16.638699
2020-03-27,162,298.33371,49.997829,15.655668
2020-03-30,152.279999,299.834229,51.765301,15.428117
2020-03-31,149.139999,289.15863,48.32856,15.428117
2020-04-01,130.699997,293.4021,44.757923,14.672639
2020-04-02,123.269997,300.378998,46.77533,14.41778
2020-04-03,124.519997,299.729126,44.873974,13.962671
2020-04-06,148.770004,317.620483,49.453316,15.564648
2020-04-07,141.580002,311.111938,49.203365,15.73759
2020-04-08,146.869995,315.078339,51.934902,17.712751
2020-04-09,151.839996,321.749329,53.854122,19.123581
2020-04-13,147.330002,323.851898,51.524284,18.295292
2020-04-14,141,333.35199,52.666885,18.504635
2020-04-15,145.979996,329.051147,49.890713,17.40328
2020-04-16,134.240005,330.914886,49.381901,17.266745
2020-04-17,154,340.529602,51.301117,18.295292
2020-04-20,143.610001,328.688019,49.569351,17.457891
2020-04-21,136.330002,318.910797,49.542583,17.075602
2020-04-22,134.970001,326.872101,50.926193,17.31226
2020-04-23,137.740005,320.965637,50.703033,17.275848
2020-04-24,128.979996,324.291626,51.533207,17.849283
2020-04-27,128.679993,329.548218,52.202702,18.805008
2020-04-28,131.300003,329.280518,51.827782,19.451263
2020-04-29,139,317.14267,51.211853,20.352369
2020-04-30,141.020004,316.034058,50.640549,19.906366
2020-05-01,133.369995,313.539551,48.569572,16.356531
2020-05-04,131.460007,308.282928,49.024834,16.183592
2020-05-05,125.400002,314.189423,49.658627,15.946938
2020-05-06,121.860001,308.732178,47.882229,16.593189
2020-05-07,128.649994,309.79303,48.408901,16.957273
2020-05-08,133.440002,313.147644,49.462238,18.067734
2020-05-11,128.910004,312.975708,49.819302,17.612627
2020-05-12,125.220001,311.102448,49.560432,16.565882
2020-05-13,121.5,306.27594,48.016129,15.519135
2020-05-14,122.519997,298.123505,48.873085,15.819505
2020-05-15,120,307.394135,47.455036,15.773995
2020-05-18,135.440002,316.511932,49.153076,17.44879
2020-05-19,130.440002,312.555115,48.385345,16.857151000000002
2020-05-20,133.320007,306.218536,49.523399,17.730957
2020-05-21,139,313.587311,48.620186,17.70365
2020-05-22,137.529999,311.484711,49.2976,18.004021
2020-05-26,144.729996,309.84079,49.369854,19.205503
2020-05-27,149.520004,327.799164,49.685978,19.888161
2020-05-28,149.820007,327.560242,51.402092,19.514977
2020-05-29,145.850006,321.724609,51.546608,18.377207
2020-06-01,151.389999,317.37674,52.115631,19.159992
2020-06-02,153.309998,313.911896,52.386604,19.751629
2020-06-03,173.160004,322.454071,53.027882,20.133915
2020-06-04,184.300003,322.24292,52.341431,20.288652
2020-06-05,205.429993,328.34726,52.793045,21.317196
2020-06-08,230.5,334.768311,54.436901,22.427654
2020-06-09,216.740005,328.759979,53.614975,21.617569
2020-06-10,203.410004,327.531372,53.470459,20.761967
2020-06-11,170,308.085876,50.661453,18.814108
2020-06-12,189.509995,304.908936,50.733707,19.80624
2020-06-15,190.940002,301.012177,50.959518,20.115715
2020-06-16,197.770004,311.68515,50.778877,20.962214
2020-06-17,192.539993,309.333649,50.616291,20.370575
2020-06-18,192.289993,305.052887,50.67952,20.397882
2020-06-19,187.020004,300.090759,48.421478,20.661842
2020-06-22,188.520004,302.874207,49.37888,20.498005
2020-06-23,187.880005,294.754333,48.114376,20.725557
2020-06-24,176.690002,289.772949,47.31052,19.79714
2020-06-25,174.880005,289.619385,46.289883,20.015591
2020-06-26,170.009995,289.724915,45.991817,19.56048
2020-06-29,194.490005,296.597076,46.569874,20.188532
2020-06-30,183.300003,295.080658,46.831814,20.44339
2020-07-01,180.320007,295.752502,47.753094,20.206738
2020-07-02,180.809998,297.508942,47.68084,20.243145
2020-07-06,187.910004,299.841187,47.518261,20.543516
2020-07-07,178.880005,292.230042,47.617607,20.206738
2020-07-08,180.080002,288.995483,47.924713,20.634537
2020-07-09,173.279999,274.454559,46.913097,20.579924
2020-07-10,178.440002,280.261261,48.078251,21.562952
2020-07-13,175.649994,280.597229,48.033092,21.617569
2020-07-14,179.960007,283.66861,48.484699,22.263817
2020-07-15,187.940002,288.669189,47.888577,22.809944
2020-07-16,178.699997,291.442963,48.538898,22.882761
2020-07-17,175.660004,294.50473,49.2976,23.620037
2020-07-20,174.419998,289.369812,49.008564,23.328768
2020-07-21,178.630005,295.800446,49.559528,23.374279
2020-07-22,179.789993,303.296509,50.381454,23.765669
2020-07-23,176.449997,300.474731,50.182751,24.038736
2020-07-24,173.759995,300.119568,49.541462,23.765669
2020-07-27,170.210007,295.637268,49.008564,25.012661
2020-07-28,170.839996,300.292328,49.929844,24.803314
2020-07-29,166.009995,302.586273,50.029202,25.804548
2020-07-30,161.949997,312.904083,49.893723,25.850058
2020-07-31,158,311.944275,49.324696,25.313032
2020-08-03,162.270004,310.58136,48.782757,25.485971
2020-08-04,165.070007,311.944275,49.171143,25.331236
2020-08-05,174.279999,316.455353,48.231792,25.804548
2020-08-06,172.199997,313.220825,48.674377,25.495077
2020-08-07,170.020004,316.03302,49.396946,25.804548
2020-08-10,179.410004,322.233368,49.74017,26.223246
2020-08-11,180.130005,328.10733,48.945347,26.296064
2020-08-12,175.440002,325.755798,49.550499,26.57823
2020-08-13,174.729996,325.007172,49.685978,25.941078
2020-08-14,178.080002,328.308868,48.945763,25.81365
2020-08-17,172.009995,326.101349,48.973175,26.359777
2020-08-18,170.229996,324.028168,48.479694,26.286957
2020-08-19,169.270004,324.325684,48.607635,26.368877
2020-08-20,169.580002,323.135529,47.748615,26.396185
2020-08-21,167.5,324.27771,47.85828,26.232347
2020-08-24,178.270004,330.574005,48.306068,26.587332
2020-08-25,174.729996,329.21109,47.894833,26.532722
2020-08-26,171.899994,327.684998,47.264275,26.723864
2020-08-27,174.199997,334.960266,47.702927,27.452034
2020-08-28,175.800003,332.27124,47.903973,28.116491
2020-08-31,171.820007,330.208679,47.68465,27.588568
2020-09-01,172.100006,328.059509,47.346523,28.016365
2020-09-02,174.779999,335.75061,48.625912,28.016365
2020-09-03,168.770004,329.842468,48.068462,27.106155
2020-09-04,171.050003,326.758301,47.785175,26.432596
2020-09-08,161.080002,322.450104,48.296925,25.56789
2020-09-09,160.779999,327.124542,48.296925,26.114025
2020-09-10,157.690002,318.074402,47.118057,25.986589
2020-09-11,160.229996,326.613708,47.300827,25.877363
2020-09-14,165.350006,326.19931,48.306068,26.332468
2020-09-15,163.490005,325.784821,48.443142,26.177736
2020-09-16,167.460007,331.037628,48.69902,26.332468
2020-09-17,167.529999,331.394165,48.909203,26.104918
2020-09-18,161.139999,329.138885,48.260372,25.240213
2020-09-21,156.350006,314.093933,48.461418,24.439226
2020-09-22,156.800003,320.753754,48.543663,25.231113
2020-09-23,151.179993,316.185394,48.00449,24.439226
2020-09-24,146.050003,312.966309,48.479694,24.557554
2020-09-25,156.029999,316.127563,49.174225,24.83062
2020-09-28,166.080002,317.592499,49.08284,25.768139
2020-09-29,163.600006,313.506012,49.0737,25.531483
2020-09-30,165.259995,304.070374,49.548904,25.959286
2020-10-01,167.860001,300.52356,49.914433,26.20504
2020-10-02,168.080002,302.58609,51.413155,26.496311
2020-10-05,171.199997,300.880188,52.244751,27.060642
2020-10-06,159.539993,297.786377,52.847897,26.387087
2020-10-07,164.610001,302.52829,52.820484,26.869497
2020-10-08,168,308.108673,53.652081,27.543056
2020-10-09,167.330002,303.868011,53.679501,26.687456
2020-10-12,167.350006,305.130524,53.789158,27.033339
2020-10-13,162.139999,301.285004,53.313957,26.678352
2020-10-14,163.240005,303.492065,53.003258,26.632843
2020-10-15,164.240005,303.424622,53.021526,27.115257
2020-10-16,167.350006,304.793213,53.323097,26.878601
2020-10-19,167.110001,300.060913,53.039803,26.66925
2020-10-20,167.240005,297.863464,53.551556,27.406525
2020-10-21,163.860001,297.208099,53.798298,27.178968
2020-10-22,169.070007,292.022766,55.342705,26.496311
2020-10-23,167.360001,297.26593,55.607723,26.787579
2020-10-26,160.830002,298.624878,55.388397,25.895567
2020-10-27,155.240005,291.184326,55.022854,25.08548
2020-10-28,148.139999,283.030548,53.332241,24.967152
2020-10-29,148.289993,281.806549,53.195156,25.859158
2020-10-30,144.389999,279.329529,52.500629000000004,24.839724
2020-11-02,148.600006,285.893036,53.926228,25.595198
2020-11-03,153.649994,293.786621,54.703007,25.840956
2020-11-04,151.630005,304.214996,54.611622,25.922876
2020-11-05,157.089996,296.273193,54.986305,26.21414
2020-11-06,157.740005,290.451782,54.794388,25.740835
2020-11-09,179.360001,290.374756,56.951084,25.613401
2020-11-10,188.690002,303.125824,58.641701,25.285728
2020-11-11,182.149994,298.740509,58.413239,25.840956
2020-11-12,176.720001,295.145569,58.047695,25.258419
2020-11-13,187.110001,300.427155,58.989311,26.523613
2020-11-16,202.399994,301.410278,59.192406,26.723864
2020-11-17,210.050003,301.313904,57.567657,26.560024
2020-11-18,203.300003,299.357361,57.03223,26.195938
2020-11-19,205.669998,298.277924,56.376797,26.414392
2020-11-20,199.619995,295.328705,56.201397,26.168631
2020-11-23,211.529999,295.396118,55.80444,26.496311
2020-11-24,218.490005,298.759827,56.487576,26.614637
2020-11-25,217.610001,300.957306,56.210629,26.514511
2020-11-27,216.5,296.328796,55.989071,26.132221
2020-11-30,210.710007,292.678314,55.250549,26.432596
2020-12-01,213.009995,291.555115,55.915218,26.641943
2020-12-02,223.850006,289.29895,57.124542,26.296064
2020-12-03,237.199997,293.811218,57.124542,27.001078
2020-12-04,232.710007,297.490784,56.79221,28.127264
2020-12-07,238.169998,291.458252,56.986076,27.678619
2020-12-08,236.570007,292.387817,56.312172,28.20051
2020-12-09,232.059998,294.101746,56.099850000000004,29.03371
2020-12-10,234.429993,288.969757,55.850597,29.070335
2020-12-11,230.330002,291.041901,55.776749,29.299234
2020-12-14,228.619995,288.553375,55.07515,29.628851
2020-12-15,229.5,289.047211,56.18293,30.727575
2020-12-16,225.869995,292.436218,55.78598,31.038881
2020-12-17,221.240005,291.148407,56.376797,31.551615
2020-12-18,219.75,293.520752,55.518261,30.892378
2020-12-21,219.309998,288.17569,55.389023,30.516985
2020-12-22,218.779999,286.926605,55.130543,30.535294
2020-12-23,219.690002,291.129028,54.816669,30.773354
2020-12-24,217.149994,290.102631,55.204388,30.993099
2020-12-28,216.089996,293.414215,55.379795,30.864918
2020-12-29,216.25,291.448547,55.453644,30.516985
2020-12-30,216.669998,293.017181,55.952145,30.809975
2020-12-31,214.059998,295.060364,56.709129,30.700104
2021-01-04,202.720001,285.416046,54.798206,30.040873
2021-01-05,211.630005,287.188049,55.158237,30.324705
2021-01-06,211.029999,289.657288,56.506042,30.480364
2021-01-07,212.710007,283.305206,56.441414,30.773354
2021-01-08,209.899994,279.18988,56.838371,30.562765
2021-01-11,206.789993,285.396729,56.506042,30.306398
2021-01-12,208.410004,288.107971,54.299709,29.949308
2021-01-13,207.210007,289.967072,55.121307,29.44573
2021-01-14,209.910004,293.414215,54.5028,29.912683
2021-01-15,204.320007,291.216187,55.07515,29.775345
2021-01-19,210.710007,288.572723,56.367569,29.940157
2021-01-20,211.449997,289.308655,55.989071,30.709261
2021-01-21,207.410004,287.459167,55.278248,30.52614
2021-01-22,205.839996,288.708313,55.518261,30.407114
2021-01-25,203.360001,289.860565,56.330635,30.672636
2021-01-26,202.059998,283.818359,55.102844,30.343018
2021-01-27,194.029999,282.975952,54.041222,29.482355
2021-01-28,197.229996,283.740906,54.5028,30.233149
2021-01-29,194.190002,277.524414,54.392021,28.5576
2021-02-01,195.839996,283.043701,54.567421,29.335859
2021-02-02,200.940002,290.48999,55.056686,29.711254
2021-02-03,207.389999,291.206451,54.881294,31.121286
2021-02-04,210.639999,292.281311,55.702896,31.093807
2021-02-05,207.929993,289.318329,56.201397,31.496672
2021-02-08,211.949997,290.615875,56.062923,32.192532
2021-02-09,215.119995,294.150116,55.979839,31.652327
2021-02-10,211.919998,294.004852,56.247547,31.496672
2021-02-11,210.660004,290.131683,56.579891,31.359339
2021-02-12,210.979996,287.933655,56.066795,32.082661
2021-02-16,217.179993,281.659058,55.320484,31.945326
2021-02-17,215.520004,287.759338,55.292503,31.276934
2021-02-18,208.479996,288.417786,55.833572,30.95647
2021-02-19,217.470001,287.817444,55.329815,32.036884
2021-02-22,212.880005,288.495209,55.311157,32.485523
2021-02-23,212.119995,289.211823,54.965984,32.073505
2021-02-24,229.339996,292.165131,54.462223,32.870083
2021-02-25,216.449997,292.320099,53.883827,31.514992
2021-02-26,212.009995,283.777313,52.913624,31.01141
2021-03-01,224.389999,285.528656,53.902489,32.100975
2021-03-02,223.139999,290.704926,53.949135,30.938156
2021-03-03,228.559998,291.016266,53.725235,30.700104
2021-03-04,224.710007,289.469269,53.55732,30.19396
2021-03-05,223.220001,292.777344,54.434235,31.068209
2021-03-08,224.029999,297.360077,55.60968,31.325886
2021-03-09,230.610001,290.237885,55.4231,31.64798
2021-03-10,245.339996,291.891968,55.768276,32.706287
2021-03-11,252,291.317902,55.301826,32.825916
2021-03-12,269.190002,293.633575,55.824245,33.046783
2021-03-15,265.630005,297.476746,56.887741,33.212433
2021-03-16,255.210007,297.574036,57.139618,32.789108
2021-03-17,263.589996,302.17627,56.626534,33.267654
2021-03-18,256.059998,306.428162,56.346664,31.721605
2021-03-19,255.820007,300.308136,55.693638,31.178646
2021-03-22,251.229996,305.717896,55.684315,31.555954
2021-03-23,241.25,305.649811,56.561226,30.884159
2021-03-24,239.240005,307.488708,56.617203,31.11422
2021-03-25,247.190002,312.509247,57.260895,32.016094
2021-03-26,244.869995,310.397919,57.522102,32.614258
2021-03-29,250.520004,314.41626,58.137821,32.402596
2021-03-30,252.009995,313.958984,57.41016,32.623463
2021-03-31,254.720001,314.893036,57.988556,32.761497
2021-04-01,252.960007,313.530792,58.147148,33.902634
2021-04-05,259.359985,321.713593,58.454994,33.810608
2021-04-06,255.169998,322.20977799999997,58.874805,34.178719
2021-04-07,252.580002,324.943817,58.585602,33.893436
2021-04-08,254.949997,327.035736,58.641582,34.07748
2021-04-09,252.360001,330.762207,58.520302,34.546818
2021-04-12,249.520004,331.482208,58.669563,34.335159
2021-04-13,253.270004,329.458466,59.294601,34.43639
2021-04-14,252.429993,332.581696,59.602455,34.988548
2021-04-15,251.110001,335.276794,60.162193,35.43948
2021-04-16,248.179993,337.067108,60.647297,36.184898
2021-04-19,244.149994,335.325439,60.563339,35.77998
2021-04-20,234.059998,335.811981,61.654819,35.319847
2021-04-21,235.919998,336.181671,61.318981,35.154202
2021-04-22,234.330002,334.148132,60.731255,34.813694
2021-04-23,238.380005,332.795746,60.94582,35.154202
2021-04-26,241.440002,328.670319,60.320786,35.743168
2021-04-27,242.470001,330.684418,60.012932,36.240112
2021-04-28,235.460007,329.224915,60.022255,36.599018
2021-04-29,235.940002,342.700623,60.787235,36.479378
2021-04-30,234.309998,344.860626,61.72945,35.678745
2021-05-03,235.190002,351.243317,61.617496,36.230907
2021-05-04,233.630005,358.170837,61.962669,36.065262
2021-05-05,228.179993,362.90921,61.057766,35.485489
2021-05-06,229.809998,360.048645,61.617496,36.092869
2021-05-07,235.470001,360.613068,61.813412,36.810677
2021-05-10,232.929993,363.697327,61.86005,37.537693
2021-05-11,228.880005,358.345978,61.384281,36.479378
2021-05-12,220.779999,353.335205,60.040916,34.620434
2021-05-13,222.639999,360.058411,61.318981,35.080574
2021-05-14,228.470001,361.566498,61.356667,35.255428
2021-05-17,227.979996,362.792511,60.725296,35.034561
2021-05-18,227.550003,358.657349,60.461437,34.344368
2021-05-19,224.419998,360.875732,60.291809,34.307549
2021-05-20,227.649994,361.907074,60.367195,34.160305
2021-05-21,234.820007,360.447662,60.668751,34.086689
2021-05-24,237.440002,362.121155,60.70644,34.187916
2021-05-25,240.740005,359.990326,60.386044,34.289143
2021-05-26,241.369995,356.808716,60.046799,34.905727
2021-05-27,250.699997,360.447662,59.990257,35.264633
2021-05-28,247.020004,357.496765,60.235271,34.933334
2021-06-01,254.729996,357.252411,59.773518,35.559116
2021-06-02,255.619995,358.80603,60.216427,34.749275
2021-06-03,250.320007,358.12207,60.744137,33.54752
2021-06-04,249.919998,368.870331,60.640484,33.288677
2021-06-07,252.660004,363.330078,60.942032,33.00211
2021-06-08,252.759995,362.616821,59.782936,32.881931
2021-06-09,248.059998,364.072662,59.961987,33.307167
2021-06-10,248.339996,363.984802,60.197575,32.355007
2021-06-11,247.279999,366.47641,60.169304,32.650822
2021-06-14,245.139999,363.711151,60.112762,31.920523
2021-06-15,246.539993,366.417786,60.612209,32.04995
2021-06-16,242.270004,363.69165,59.349453,31.781860000000002
2021-06-17,239.220001,360.261963,59.698128,31.467558
2021-06-18,237.350006,358.78656,57.907654,30.885168
2021-06-21,245.279999,364.746918,58.897125,31.670931
2021-06-22,243.779999,364.043457,58.501339,31.550756
2021-06-23,243.570007,361.805786,57.926506,31.356625
2021-06-24,250.570007,361.219482,57.464748,31.6432
2021-06-25,248.380005,364.766479,57.983044,31.698664
2021-06-28,239.960007,361.737396,57.945351,31.430576
2021-06-29,235.759995,352.063965,56.974724,31.560001
2021-06-30,239.559998,355.112579,57.021839,31.818836
2021-07-01,239.729996,359.206665,57.935925,31.73564
2021-07-02,236.679993,360.750488,57.983044,31.717154
2021-07-06,236.139999,359.235962,58.086704,31.402843
2021-07-07,231.779999,362.763397,58.13382,32.207096
2021-07-08,236.770004,361.473633,58.001884,32.391987
2021-07-09,239.589996,363.310577,57.926506,33.113041
2021-07-12,238.289993,361.854675,58.237476,32.955887
2021-07-13,228.199997,358.981995,57.803997,31.99448
2021-07-14,224.449997,355.610901,58.322289,32.077679
2021-07-15,222.759995,355.786804,59.05732,32.012978
2021-07-16,217.740005,354.506744,59.471966,31.44907
2021-07-19,206.990005,346.875519,59.17041,30.459934
2021-07-20,217.149994,351.73175,59.321186,31.107027
2021-07-21,222.539993,353.187653,59.198677000000004,31.504534
2021-07-22,220.869995,351.038025,59.349453,31.587734
2021-07-23,221.520004,353.041107,60.17873,31.966753
2021-07-26,225.850006,350.060913,60.056221,32.040699
2021-07-27,222.270004,353.910736,60.819527,32.216347
2021-07-28,231.570007,351.868561,60.301235,31.772617
2021-07-29,231.630005,357.291534,60.744137,32.197861
2021-07-30,226.479996,354.711945,60.188152,31.180981
2021-08-02,225.339996,353.55896,60.386044,31.633957
2021-08-03,229.089996,356.099457,60.433163,31.92977
2021-08-04,226.630005,349.074005,60.338932,31.467558
2021-08-05,229.940002,350.510376,61.045692,31.874304
2021-08-06,231.330002,353.822784,60.970299,31.939016
2021-08-09,232.270004,352.728394,61.111656,31.550756
2021-08-10,235.779999,354.37973,61.450909,31.99448
2021-08-11,239.490005,357.721497,61.846691,32.660069
2021-08-12,238.179993,355.532684,61.931503,32.373497
2021-08-13,234.460007,354.799835,62.37891,32.188614
2021-08-16,229.059998,360.183777,63.188034,32.059185
2021-08-17,222.220001,360.193573,63.254662,31.319651
2021-08-18,219,354.848755,62.835827,31.245693
2021-08-19,212.160004,352.826111,63.188034,31.34738
2021-08-20,212.669998,354.692413,64.082832,31.578487
2021-08-23,219.399994,354.614288,63.464081,31.920523
2021-08-24,221.429993,354.467682,62.56929,32.22559
2021-08-25,221.029999,354.360199,62.70256,32.595356
2021-08-26,216.5,358.366333,62.959572,32.539894
2021-08-27,221.75,358.022888,62.816784,33.233215
2021-08-30,217.660004,360.750946,62.588329,33.529034
2021-08-31,219.5,360.829468,62.56929,33.279438
2021-09-01,218.119995,358.160309,63.283234,33.575256
2021-09-02,220.830002,361.418243,63.635441,33.974632
2021-09-03,218.169998,359.092529,63.083313,34.030357
2021-09-07,214.240005,352.174255,63.007175,33.556675
2021-09-08,211.380005,353.665833,64.073303,32.832237
2021-09-09,213.940002,350.113525,63.949554,32.386417
2021-09-10,210.300003,347.483582,63.026211000000004,32.237816
2021-09-13,214.479996,347.091064,63.140446,32.089218
2021-09-14,211.570007,345.157867,62.797749,31.661978
2021-09-15,214.220001,349.092957,62.835827,32.544315
2021-09-16,213.360001,343.126556,62.236115,33.148014
2021-09-17,213.360001,343.695709,61.055744,33.593826
2021-09-20,209.5,342.292389,60.884399,33.194458
2021-09-21,208.509995,338.691071,60.741615,32.748642
2021-09-22,216.979996,342.007843,60.551231,33.816738
2021-09-23,221.100006,344.35318,60.35133,34.606194
2021-09-24,221.389999,349.053711,60.122871,34.541183
2021-09-27,224.160004,350.535461,59.437492,34.457592
2021-09-28,218.410004,351.605072,58.961533,33.946762
2021-09-29,225.360001,356.197662,59.627876,33.974632
2021-09-30,219.940002,353.420532,58.990093,33.036568
2021-10-01,226,354.176147,58.780674,33.222317
2021-10-04,223.789993,358.837402,59.427975000000004,33.646191
2021-10-05,224.419998,362.968719,59.075768,33.655613
2021-10-06,224.990005,370.269714,59.713547,33.740387
2021-10-07,226.479996,375.549194,59.656425,33.891094
2021-10-08,226.389999,382.438019,59.55172,34.154842
2021-10-11,226.449997,385.813751,58.94249,35.096786
2021-10-12,223.570007,382.781494,59.113842,35.256912
2021-10-13,221.779999,381.437103,59.504124,35.228661
2021-10-14,217.440002,382.6539,60.218063,35.369949
2021-10-15,217.039993,387.972595,60.094311,35.07795
2021-10-18,216.979996,386.530151,59.447014,34.823624
2021-10-19,215.970001,391.838989,59.942009,34.635235
2021-10-20,216.169998,393.389496,60.646423,35.143887
2021-10-21,214.339996,395.244141,61.074787,34.654079
2021-10-22,212.970001,398.619904,59.92297,34.983757
2021-10-25,212.869995,399.022217,59.789703,35.539497
2021-10-26,209.809998,389.160004,60.237103,34.625816
2021-10-27,206.610001,380.897369,59.627876,33.636772
2021-10-28,207.850006,351.938782,59.723068,34.286713
2021-10-29,207.029999,350.545288,59.323265,33.646191
2021-11-01,214.580002,348.219574,59.475571,34.833046
2021-11-02,212.770004,346.60040299999997,59.485096,34.051228
2021-11-03,213.380005,347.493408,59.542202,36.048145
2021-11-04,213.029999,349.995789,59.494606,35.925694
2021-11-05,224.460007,357.561707,60.065754,36.104664
2021-11-08,222.679993,356.482208,59.608837,35.539497
2021-11-09,220.789993,357.708923,60.303734,35.369949
2021-11-10,218.5,355.334106,60.789211,34.748264
2021-11-11,219.380005,353.214478,60.018158,34.672913
2021-11-12,220.960007,352.929871,59.53717,34.78595
2021-11-15,233.089996,353.273346,59.835381,35.238079
2021-11-16,225.800003,347.974243,59.642986,36.132923
2021-11-17,226.619995,347.346191,59.806526,36.28363
2021-11-18,227.25,344.853668,59.287056,35.737309
2021-11-19,214.130005,346.531738,60.287514,35.831501
2021-11-22,209.899994,356.364502,60.720406,36.594475
2021-11-23,209.130005,357.404694,60.614586,36.302475
2021-11-24,210.600006,354.617706,60.701172,36.71693
2021-11-26,199.210007,348.881622,59.681461,36.189434
2021-11-29,198.5,351.256866,60.431808,36.500278
2021-11-30,197.850006,343.776154,58.777199,35.426468
2021-12-01,188.190002,340.996826,58.815678,35.454727
2021-12-02,202.380005,347.491882,59.652607,36.438786
2021-12-03,198.490005,352.685944,60.441433,36.268467
2021-12-06,205.880005,358.717804,62.201862,36.391476
2021-12-07,208.830002,357.446411,62.019085,37.233612
2021-12-08,211.029999,358.845917,62.288441,37.356617
2021-12-09,207.559998,362.561615,62.11528,37.612095
2021-12-10,205.059998,365.715546,62.6059,37.867577
2021-12-13,197.399994,371.895233,63.664082,37.895962
2021-12-14,195.5,370.801239,63.462063,36.798347
2021-12-15,195.429993,373.3638,64.212418,37.34716
2021-12-16,190.789993,373.265228,64.981995,37.498554
2021-12-17,192.630005,372.023346,64.298988,37.508011
2021-12-20,188.479996,364.621582,64.568344,36.079227
2021-12-21,199.520004,373.038544,63.866089,36.391476
2021-12-22,201.690002,374.339569,64.116219,36.741581
2021-12-23,204.220001,375.679962,64.010399,36.561794
2021-12-27,203.169998,378.676147,64.414421,37.526939
2021-12-28,206.130005,379.780029,65.155159,37.716183
2021-12-29,203.660004,379.444946,65.482231,38.492077
2021-12-30,202.710007,378.991547,65.761208,38.766479
2021-12-31,201.320007,381.494995,65.972839,38.965187
2022-01-03,207.860001,379.977142,65.578423,38.387997
2022-01-04,213.630005,391.272064,65.578423,38.880028
2022-01-05,213.070007,389.300903,65.65538,37.914886
2022-01-06,211.339996,391.548035,65.578423,38.217674
2022-01-07,215.5,394.65271,66.030563,38.170368
2022-01-10,209.309998,396.436615,65.924736,37.990589
2022-01-11,216.020004,394.830109,65.078194,38.539387
2022-01-12,217.449997,389.83316,65.203255,38.842178
2022-01-13,223.899994,391.883148,65.751579,39.419369
2022-01-14,225.960007,397.639069,66.049805,38.77594
2022-01-18,225.009995,395.845276,65.424507,37.167374
2022-01-19,217.080002,395.86496,65.732338,37.07275
2022-01-20,214.190002,391.686066,65.299454,36.230621
2022-01-21,205.440002,393.065857,65.232117,35.965683
2022-01-24,204.199997,397.254669,64.808838,36.760498
2022-01-25,204.100006,397.372955,64.693398,36.40094
2022-01-26,194.270004,397.422211,64.472137,36.031918
2022-01-27,189.75,368.603394,65.443748,35.852135
2022-01-28,190.570007,374.723938,66.376869,37.517479
2022-01-31,200.240005,364.572266,66.848236,38.255524
2022-02-01,208.339996,365.242432,65.405273,38.444767
2022-02-02,207.520004,365.636749,66.194084,39.239594
2022-02-03,206.389999,368.425964,66.617371,39.097656
2022-02-04,206.449997,364.424438,66.078659,38.312302
